merchant_id,Merch_ID_DE42,merchant_name,MCC_Code,MCC_Desc,merchant_country,merchant_risk_segment,event_date,transaction_count,total_amount,fraud_rate,cnp_rate,chargeback_rate_30d,refund_rate_7d,mcc_mismatch_rate,volume_spike_rate,settlement_account_changes_30d,avg_ip_risk,laundering_risk_score,risk_event_type
M0000869,MID646052460,MERCHANT_00869,5411,"Grocery Stores, Supermarkets",IND,LOW,2025-06-30,72,9107.2,0.2361111111111111,0.25,0.08333333333333333,0.22628364964485023,0.013888888888888888,0.041666666666666664,1,20.856944444444444,43.3,chargeback_watch
M0000870,MID337071281,MERCHANT_00870,5999,Miscellaneous Retail Stores,GBR,LOW,2025-06-30,63,10050.61,0.14285714285714285,0.2698412698412698,0.047619047619047616,0.11167404740243546,0.0,0.047619047619047616,0,21.88095238095238,11.8,normal_monitoring
M0000871,MID232702199,MERCHANT_00871,5094,"Jewelry, Watches, Silverware",SGP,LOW,2025-06-30,55,6773.23,0.07272727272727272,0.2909090909090909,0.03636363636363636,0.07817867833600048,0.01818181818181818,0.05454545454545454,1,20.930909090909093,18.5,normal_monitoring
M0000872,MID125808323,MERCHANT_00872,5812,"Eating Places, Restaurants",BRA,LOW,2025-06-30,66,7808.82,0.16666666666666666,0.4393939393939394,0.045454545454545456,0.14956260463638715,0.06060606060606061,0.045454545454545456,0,27.900000000000002,28.0,normal_monitoring
M0000873,MID505162769,MERCHANT_00873,5812,"Eating Places, Restaurants",GBR,LOW,2025-06-30,79,11520.11,0.13924050632911392,0.25316455696202533,0.0759493670886076,0.13877673256678064,0.02531645569620253,0.05063291139240506,0,23.017721518987344,24.0,normal_monitoring
M0000874,MID961556675,MERCHANT_00874,5094,"Jewelry, Watches, Silverware",BRA,MEDIUM,2025-06-30,68,7931.82,0.22058823529411764,0.4264705882352941,0.07352941176470588,0.09188153800910988,0.04411764705882353,0.0,3,26.441176470588236,62.4,normal_monitoring
M0000875,MID131712854,MERCHANT_00875,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,66,5615.58,0.15151515151515152,0.30303030303030304,0.045454545454545456,0.16174848526319752,0.015151515151515152,0.045454545454545456,0,21.225757575757576,19.1,normal_monitoring
M0000876,MID889309803,MERCHANT_00876,5999,Miscellaneous Retail Stores,FRA,LOW,2025-06-30,65,7943.34,0.2153846153846154,0.3384615384615385,0.09230769230769231,0.12886505370298432,0.0,0.07692307692307693,5,22.49076923076923,67.3,chargeback_watch
M0000877,MID842307138,MERCHANT_00877,6051,Non-Financial Institutions - Currency Dealers,GBR,LOW,2025-06-30,54,6247.85,0.037037037037037035,0.4074074074074074,0.05555555555555555,0.05384728298399649,0.05555555555555555,0.018518518518518517,1,20.47407407407407,18.4,normal_monitoring
M0000878,MID336354563,MERCHANT_00878,5814,Fast Food Restaurants,USA,MEDIUM,2025-06-30,71,12559.82,0.11267605633802817,0.3380281690140845,0.04225352112676056,0.06268540150676247,0.04225352112676056,0.014084507042253521,3,24.216901408450706,48.2,normal_monitoring
M0000879,MID407143550,MERCHANT_00879,4511,"Airlines, Air Carriers",DEU,MEDIUM,2025-06-30,63,9118.11,0.1111111111111111,0.3492063492063492,0.015873015873015872,0.08678568681953994,0.031746031746031744,0.015873015873015872,4,22.393650793650792,61.7,normal_monitoring
M0000880,MID285495730,MERCHANT_00880,6051,Non-Financial Institutions - Currency Dealers,USA,LOW,2025-06-30,63,7666.639999999999,0.1746031746031746,0.2857142857142857,0.06349206349206349,0.21778504376243815,0.031746031746031744,0.015873015873015872,0,22.26984126984127,29.6,normal_monitoring
M0000881,MID375704960,MERCHANT_00881,5945,"Hobby, Toy, and Game Shops",GBR,MEDIUM,2025-06-30,61,7304.9,0.13114754098360656,0.36065573770491804,0.04918032786885246,0.15203774266941217,0.01639344262295082,0.04918032786885246,1,21.90655737704918,32.8,normal_monitoring
M0000882,MID217364099,MERCHANT_00882,7011,"Hotels, Motels, Resorts",NGA,LOW,2025-06-30,59,7226.8,0.2033898305084746,0.2542372881355932,0.06779661016949153,0.27436073488304236,0.03389830508474576,0.01694915254237288,2,26.259322033898304,44.4,normal_monitoring
M0000883,MID114061235,MERCHANT_00883,7994,Video Game Arcades,USA,HIGH,2025-06-30,67,10164.46,0.11940298507462686,0.40298507462686567,0.05970149253731343,0.13970782444028945,0.029850746268656716,0.04477611940298507,2,22.0,59.8,normal_monitoring
M0000884,MID712534611,MERCHANT_00884,5411,"Grocery Stores, Supermarkets",IND,LOW,2025-06-30,54,9389.02,0.1111111111111111,0.3333333333333333,0.05555555555555555,0.13895047266385321,0.037037037037037035,0.018518518518518517,0,21.08888888888889,25.4,normal_monitoring
M0000885,MID581327376,MERCHANT_00885,5411,"Grocery Stores, Supermarkets",FRA,LOW,2025-06-30,54,5579.69,0.12962962962962962,0.3148148148148148,0.037037037037037035,0.19396641189091446,0.018518518518518517,0.05555555555555555,0,20.33888888888889,14.0,normal_monitoring
M0000886,MID225013445,MERCHANT_00886,4722,Travel Agencies,USA,LOW,2025-06-30,64,9975.9,0.1875,0.40625,0.078125,0.11946908352356919,0.03125,0.0,0,20.990625,22.3,normal_monitoring
M0000887,MID733688708,MERCHANT_00887,5732,Electronics Sales,GBR,LOW,2025-06-30,69,6240.55,0.13043478260869565,0.3333333333333333,0.057971014492753624,0.11465724919487368,0.043478260869565216,0.043478260869565216,1,22.38840579710145,30.1,normal_monitoring
M0000888,MID292430834,MERCHANT_00888,5814,Fast Food Restaurants,ARE,LOW,2025-06-30,57,6024.64,0.19298245614035087,0.3508771929824561,0.05263157894736842,0.12689617779739898,0.0,0.017543859649122806,2,26.024561403508773,42.5,normal_monitoring
M0000889,MID852181810,MERCHANT_00889,5945,"Hobby, Toy, and Game Shops",GBR,LOW,2025-06-30,60,9600.02,0.18333333333333332,0.36666666666666664,0.13333333333333333,0.15729951039109763,0.016666666666666666,0.06666666666666667,0,21.095000000000002,32.5,chargeback_watch
M0000890,MID204977011,MERCHANT_00890,6051,Non-Financial Institutions - Currency Dealers,IND,LOW,2025-06-30,66,8587.1,0.13636363636363635,0.3939393939393939,0.045454545454545456,0.1741182427044181,0.015151515151515152,0.07575757575757576,0,20.23939393939394,18.4,normal_monitoring
M0000891,MID683152079,MERCHANT_00891,5945,"Hobby, Toy, and Game Shops",USA,LOW,2025-06-30,70,8853.15,0.2,0.34285714285714286,0.14285714285714285,0.2494738947934734,0.02857142857142857,0.02857142857142857,3,20.714285714285715,53.7,chargeback_watch
M0000892,MID455979579,MERCHANT_00892,7994,Video Game Arcades,GBR,MEDIUM,2025-06-30,66,12111.91,0.12121212121212122,0.4090909090909091,0.045454545454545456,0.09570798320261165,0.015151515151515152,0.030303030303030304,4,20.13030303030303,55.2,normal_monitoring
M0000893,MID528622599,MERCHANT_00893,5999,Miscellaneous Retail Stores,GBR,LOW,2025-06-30,53,10223.14,0.1320754716981132,0.3584905660377358,0.07547169811320754,0.17763178824132503,0.0,0.05660377358490566,0,20.08301886792453,16.9,normal_monitoring
M0000894,MID870082879,MERCHANT_00894,5094,"Jewelry, Watches, Silverware",ESP,HIGH,2025-06-30,95,18694.3,0.35789473684210527,0.3368421052631579,0.09473684210526316,0.2583406219010682,0.12631578947368421,0.10526315789473684,1,21.913684210526316,81.1,merchant_laundering_watch
M0000895,MID721562506,MERCHANT_00895,6051,Non-Financial Institutions - Currency Dealers,AUS,LOW,2025-06-30,70,7217.93,0.08571428571428572,0.22857142857142856,0.1,0.08582593477424774,0.014285714285714285,0.05714285714285714,0,21.38,21.8,chargeback_watch
M0000896,MID574386177,MERCHANT_00896,5999,Miscellaneous Retail Stores,USA,LOW,2025-06-30,68,7579.59,0.04411764705882353,0.35294117647058826,0.07352941176470588,0.043629563943401915,0.04411764705882353,0.029411764705882353,1,22.086764705882356,20.5,normal_monitoring
M0000897,MID261838636,MERCHANT_00897,4511,"Airlines, Air Carriers",FRA,LOW,2025-06-30,68,8209.05,0.17647058823529413,0.36764705882352944,0.10294117647058823,0.10211853271423657,0.014705882352941176,0.014705882352941176,0,22.344117647058823,30.0,chargeback_watch
M0000898,MID575322306,MERCHANT_00898,5411,"Grocery Stores, Supermarkets",USA,HIGH,2025-06-30,90,16159.23,0.3888888888888889,0.3888888888888889,0.2,0.3550219952770455,0.06666666666666667,0.14444444444444443,3,21.364444444444445,100.0,merchant_laundering_watch
M0000899,MID157130572,MERCHANT_00899,7011,"Hotels, Motels, Resorts",ARE,LOW,2025-06-30,60,7230.01,0.25,0.3333333333333333,0.1,0.13078661305844747,0.0,0.06666666666666667,1,25.926666666666666,44.1,chargeback_watch
M0000900,MID112803682,MERCHANT_00900,5732,Electronics Sales,GBR,LOW,2025-06-30,54,4661.5,0.1111111111111111,0.35185185185185186,0.05555555555555555,0.11319626290479844,0.0,0.037037037037037035,0,20.26111111111111,14.2,normal_monitoring
M0000901,MID251186899,MERCHANT_00901,5411,"Grocery Stores, Supermarkets",ARE,MEDIUM,2025-06-30,63,9071.42,0.2698412698412698,0.36507936507936506,0.031746031746031744,0.32933681256100544,0.06349206349206349,0.047619047619047616,3,27.24920634920635,68.4,normal_monitoring
M0000902,MID734438574,MERCHANT_00902,5732,Electronics Sales,NGA,MEDIUM,2025-06-30,62,7749.73,0.24193548387096775,0.3387096774193548,0.11290322580645161,0.14767903703187454,0.08064516129032258,0.03225806451612903,1,26.612903225806452,56.5,chargeback_watch
M0000903,MID352726615,MERCHANT_00903,7994,Video Game Arcades,NGA,LOW,2025-06-30,80,8493.61,0.2,0.35,0.1125,0.14615446031280127,0.0375,0.025,4,27.1875,58.1,chargeback_watch
M0000904,MID102834938,MERCHANT_00904,5411,"Grocery Stores, Supermarkets",GBR,LOW,2025-06-30,65,8054.49,0.16923076923076924,0.4,0.07692307692307693,0.1719837808690714,0.015384615384615385,0.046153846153846156,0,22.403076923076924,27.0,normal_monitoring
M0000905,MID598426147,MERCHANT_00905,5732,Electronics Sales,USA,MEDIUM,2025-06-30,74,10329.58,0.12162162162162163,0.25675675675675674,0.06756756756756757,0.13887034647141083,0.0,0.06756756756756757,4,21.11756756756757,71.1,normal_monitoring
M0000906,MID690822983,MERCHANT_00906,5814,Fast Food Restaurants,DEU,LOW,2025-06-30,86,13098.289999999999,0.16279069767441862,0.4186046511627907,0.12790697674418605,0.10869694274666168,0.03488372093023256,0.023255813953488372,0,21.124418604651165,29.2,chargeback_watch
M0000907,MID814289582,MERCHANT_00907,5411,"Grocery Stores, Supermarkets",USA,MEDIUM,2025-06-30,63,7454.54,0.015873015873015872,0.38095238095238093,0.015873015873015872,0.015588591664830214,0.015873015873015872,0.015873015873015872,2,20.682539682539684,33.9,normal_monitoring
M0000908,MID478747238,MERCHANT_00908,5411,"Grocery Stores, Supermarkets",DEU,MEDIUM,2025-06-30,71,17308.760000000002,0.19718309859154928,0.43661971830985913,0.11267605633802817,0.24065358327418748,0.014084507042253521,0.028169014084507043,1,24.485915492957748,45.5,chargeback_watch
M0000909,MID654068057,MERCHANT_00909,5999,Miscellaneous Retail Stores,USA,LOW,2025-06-30,71,7988.49,0.1267605633802817,0.29577464788732394,0.09859154929577464,0.08616493166445947,0.028169014084507043,0.056338028169014086,0,20.161971830985916,22.5,chargeback_watch
M0000910,MID904979708,MERCHANT_00910,5411,"Grocery Stores, Supermarkets",GBR,LOW,2025-06-30,70,10623.289999999999,0.1,0.24285714285714285,0.07142857142857142,0.08832819859719644,0.02857142857142857,0.02857142857142857,1,21.58142857142857,27.8,normal_monitoring
M0000911,MID986880088,MERCHANT_00911,5812,"Eating Places, Restaurants",GBR,LOW,2025-06-30,73,9002.1,0.1780821917808219,0.3835616438356164,0.0684931506849315,0.2507503104304031,0.0,0.0,0,20.90821917808219,24.4,normal_monitoring
M0000912,MID588375239,MERCHANT_00912,5411,"Grocery Stores, Supermarkets",BRA,MEDIUM,2025-06-30,76,9203.41,0.18421052631578946,0.32894736842105265,0.09210526315789473,0.1698594197128135,0.039473684210526314,0.05263157894736842,1,27.964473684210528,45.5,chargeback_watch
M0000913,MID492255140,MERCHANT_00913,5411,"Grocery Stores, Supermarkets",USA,LOW,2025-06-30,61,8316.66,0.11475409836065574,0.39344262295081966,0.01639344262295082,0.12278004621125309,0.01639344262295082,0.03278688524590164,0,22.280327868852456,17.0,normal_monitoring
M0000914,MID786080945,MERCHANT_00914,5732,Electronics Sales,USA,LOW,2025-06-30,65,9603.47,0.13846153846153847,0.35384615384615387,0.07692307692307693,0.13953361680014953,0.06153846153846154,0.015384615384615385,0,22.176923076923078,21.1,normal_monitoring
M0000915,MID837195599,MERCHANT_00915,4829,Wire Transfer Money Orders,DEU,LOW,2025-06-30,52,8812.25,0.15384615384615385,0.38461538461538464,0.038461538461538464,0.12151173712506831,0.057692307692307696,0.038461538461538464,0,21.284615384615385,23.6,normal_monitoring
M0000916,MID959309745,MERCHANT_00916,7994,Video Game Arcades,ESP,LOW,2025-06-30,66,6778.88,0.16666666666666666,0.3181818181818182,0.09090909090909091,0.20190176138007246,0.045454545454545456,0.045454545454545456,0,22.459090909090907,19.1,chargeback_watch
M0000917,MID324611020,MERCHANT_00917,5814,Fast Food Restaurants,USA,MEDIUM,2025-06-30,54,7075.88,0.14814814814814814,0.35185185185185186,0.16666666666666666,0.16779468386869542,0.018518518518518517,0.0,2,22.135185185185183,54.2,chargeback_watch
M0000918,MID308475929,MERCHANT_00918,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,48,7437.15,0.16666666666666666,0.3958333333333333,0.08333333333333333,0.1250653747393651,0.0,0.020833333333333332,0,21.349999999999998,29.2,chargeback_watch
M0000919,MID183430473,MERCHANT_00919,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,61,9492.01,0.09836065573770492,0.3442622950819672,0.03278688524590164,0.13921122228394395,0.01639344262295082,0.04918032786885246,0,21.101639344262296,18.5,normal_monitoring
M0000920,MID426739519,MERCHANT_00920,5812,"Eating Places, Restaurants",BRA,LOW,2025-06-30,59,4778.66,0.23728813559322035,0.423728813559322,0.1016949152542373,0.1771154824520688,0.01694915254237288,0.05084745762711865,1,27.940677966101696,42.3,chargeback_watch
M0000921,MID836380828,MERCHANT_00921,5999,Miscellaneous Retail Stores,IND,LOW,2025-06-30,61,7407.93,0.11475409836065574,0.39344262295081966,0.06557377049180328,0.06060248071203334,0.01639344262295082,0.03278688524590164,1,20.437704918032786,30.9,normal_monitoring
M0000922,MID215465841,MERCHANT_00922,4511,"Airlines, Air Carriers",USA,MEDIUM,2025-06-30,86,11541.48,0.13953488372093023,0.2441860465116279,0.08139534883720931,0.07946119312350697,0.011627906976744186,0.023255813953488372,4,19.644186046511628,61.5,chargeback_watch
M0000923,MID984122201,MERCHANT_00923,5094,"Jewelry, Watches, Silverware",USA,LOW,2025-06-30,59,8063.44,0.11864406779661017,0.3728813559322034,0.0847457627118644,0.11936136313824289,0.05084745762711865,0.05084745762711865,0,22.14406779661017,25.1,chargeback_watch
M0000924,MID921578137,MERCHANT_00924,6011,Automated Cash Disbursements,AUS,LOW,2025-06-30,77,7992.96,0.1038961038961039,0.2857142857142857,0.06493506493506493,0.10684169239314138,0.025974025974025976,0.1038961038961039,0,21.232467532467535,20.7,normal_monitoring
M0000925,MID452625933,MERCHANT_00925,5999,Miscellaneous Retail Stores,GBR,LOW,2025-06-30,58,6169.99,0.1724137931034483,0.3620689655172414,0.10344827586206896,0.14302507779857276,0.05172413793103448,0.017241379310344827,0,19.81206896551724,33.6,chargeback_watch
M0000926,MID422885498,MERCHANT_00926,5812,"Eating Places, Restaurants",CAN,LOW,2025-06-30,70,9366.0,0.12857142857142856,0.3,0.07142857142857142,0.10167955673540405,0.014285714285714285,0.014285714285714285,0,21.912857142857145,15.7,normal_monitoring
M0000927,MID564563620,MERCHANT_00927,5411,"Grocery Stores, Supermarkets",USA,LOW,2025-06-30,66,9756.95,0.07575757575757576,0.36363636363636365,0.06060606060606061,0.07644518514046064,0.015151515151515152,0.09090909090909091,0,20.222727272727273,11.6,normal_monitoring
M0000928,MID110376596,MERCHANT_00928,5814,Fast Food Restaurants,USA,MEDIUM,2025-06-30,64,7738.05,0.078125,0.359375,0.046875,0.051903144835020565,0.03125,0.046875,3,20.8328125,47.7,normal_monitoring
M0000929,MID332355345,MERCHANT_00929,5999,Miscellaneous Retail Stores,IND,LOW,2025-06-30,63,10505.32,0.1111111111111111,0.3492063492063492,0.047619047619047616,0.05863390371255866,0.047619047619047616,0.031746031746031744,0,19.355555555555558,21.5,normal_monitoring
M0000930,MID613242783,MERCHANT_00930,5814,Fast Food Restaurants,CAN,MEDIUM,2025-06-30,72,11359.53,0.1111111111111111,0.3888888888888889,0.041666666666666664,0.09441280764615535,0.041666666666666664,0.027777777777777776,3,20.436111111111114,50.1,normal_monitoring
M0000931,MID560414742,MERCHANT_00931,4722,Travel Agencies,USA,LOW,2025-06-30,61,6717.18,0.11475409836065574,0.3114754098360656,0.06557377049180328,0.09342272042911187,0.09836065573770492,0.03278688524590164,0,22.281967213114754,18.7,normal_monitoring
M0000932,MID163749139,MERCHANT_00932,5732,Electronics Sales,AUS,LOW,2025-06-30,71,7896.67,0.14084507042253522,0.30985915492957744,0.04225352112676056,0.07915447017572819,0.028169014084507043,0.014084507042253521,0,22.440845070422533,18.5,normal_monitoring
M0000933,MID188374225,MERCHANT_00933,5094,"Jewelry, Watches, Silverware",USA,LOW,2025-06-30,55,6826.06,0.10909090909090909,0.32727272727272727,0.01818181818181818,0.05609394234742131,0.07272727272727272,0.03636363636363636,0,22.445454545454545,12.9,normal_monitoring
M0000934,MID759691223,MERCHANT_00934,4511,"Airlines, Air Carriers",GBR,LOW,2025-06-30,62,6975.43,0.14516129032258066,0.3387096774193548,0.06451612903225806,0.13074039196570883,0.016129032258064516,0.04838709677419355,0,21.72258064516129,18.3,normal_monitoring
M0000935,MID457305011,MERCHANT_00935,7994,Video Game Arcades,USA,LOW,2025-06-30,77,10790.8,0.16883116883116883,0.3116883116883117,0.06493506493506493,0.08800001140600941,0.05194805194805195,0.05194805194805195,1,22.62987012987013,32.9,normal_monitoring
M0000936,MID644166723,MERCHANT_00936,5945,"Hobby, Toy, and Game Shops",USA,LOW,2025-06-30,87,10333.25,0.10344827586206896,0.3448275862068966,0.04597701149425287,0.08584412309550012,0.05747126436781609,0.034482758620689655,1,21.986206896551725,22.9,normal_monitoring
M0000937,MID155261616,MERCHANT_00937,5812,"Eating Places, Restaurants",BRA,HIGH,2025-06-30,75,14376.95,0.29333333333333333,0.3333333333333333,0.12,0.3045551452811417,0.06666666666666667,0.02666666666666667,5,24.710666666666665,100.0,merchant_laundering_watch
M0000938,MID974158531,MERCHANT_00938,5094,"Jewelry, Watches, Silverware",IND,LOW,2025-06-30,46,7019.22,0.021739130434782608,0.30434782608695654,0.0,0.020661932121935105,0.021739130434782608,0.021739130434782608,0,20.678260869565218,1.6,normal_monitoring
M0000939,MID287440687,MERCHANT_00939,5814,Fast Food Restaurants,USA,LOW,2025-06-30,69,10408.88,0.15942028985507245,0.4492753623188406,0.043478260869565216,0.2039292609669312,0.028985507246376812,0.043478260869565216,0,22.64927536231884,22.0,normal_monitoring
M0000940,MID463725263,MERCHANT_00940,5411,"Grocery Stores, Supermarkets",FRA,LOW,2025-06-30,60,7911.95,0.15,0.38333333333333336,0.1,0.16412433062061862,0.016666666666666666,0.05,1,23.5,33.7,chargeback_watch
M0000941,MID904740092,MERCHANT_00941,5094,"Jewelry, Watches, Silverware",ARE,LOW,2025-06-30,54,5752.33,0.24074074074074073,0.2222222222222222,0.12962962962962962,0.24502397790353456,0.1111111111111111,0.07407407407407407,5,26.1,83.6,merchant_laundering_watch
M0000942,MID647704869,MERCHANT_00942,5411,"Grocery Stores, Supermarkets",USA,LOW,2025-06-30,69,10290.119999999999,0.13043478260869565,0.3333333333333333,0.11594202898550725,0.13348396794179382,0.07246376811594203,0.014492753623188406,0,20.292753623188407,24.8,chargeback_watch
M0000943,MID206504455,MERCHANT_00943,4829,Wire Transfer Money Orders,CAN,LOW,2025-06-30,53,4564.18,0.1509433962264151,0.33962264150943394,0.11320754716981132,0.15721305474642436,0.05660377358490566,0.0,0,20.90566037735849,22.9,chargeback_watch
M0000944,MID502964311,MERCHANT_00944,4722,Travel Agencies,USA,LOW,2025-06-30,66,9294.37,0.12121212121212122,0.30303030303030304,0.06060606060606061,0.08939146570459702,0.015151515151515152,0.045454545454545456,0,21.709090909090907,13.7,normal_monitoring
M0000945,MID633280824,MERCHANT_00945,5411,"Grocery Stores, Supermarkets",USA,LOW,2025-06-30,67,9524.470000000001,0.08955223880597014,0.417910447761194,0.014925373134328358,0.10861372205105731,0.014925373134328358,0.0,0,21.58805970149254,9.1,normal_monitoring
M0000946,MID508649924,MERCHANT_00946,5814,Fast Food Restaurants,IND,MEDIUM,2025-06-30,64,6579.98,0.125,0.359375,0.078125,0.09837482591825741,0.03125,0.015625,3,21.1875,49.8,normal_monitoring
M0000947,MID388922897,MERCHANT_00947,4722,Travel Agencies,GBR,MEDIUM,2025-06-30,64,5662.7300000000005,0.078125,0.375,0.03125,0.1132523345639238,0.03125,0.0625,2,21.515625,38.2,normal_monitoring
M0000948,MID660472151,MERCHANT_00948,7994,Video Game Arcades,DEU,LOW,2025-06-30,59,7847.03,0.1864406779661017,0.2711864406779661,0.06779661016949153,0.1733544284320777,0.01694915254237288,0.06779661016949153,0,21.162711864406777,30.0,normal_monitoring
M0000949,MID296295095,MERCHANT_00949,5814,Fast Food Restaurants,GBR,LOW,2025-06-30,65,7692.39,0.12307692307692308,0.23076923076923078,0.1076923076923077,0.09004097797566145,0.0,0.015384615384615385,0,23.51846153846154,20.1,chargeback_watch
M0000950,MID461340007,MERCHANT_00950,5732,Electronics Sales,FRA,MEDIUM,2025-06-30,71,7676.59,0.11267605633802817,0.36619718309859156,0.014084507042253521,0.13420630342258463,0.08450704225352113,0.04225352112676056,3,23.059154929577467,54.9,normal_monitoring
M0000951,MID706684473,MERCHANT_00951,5812,"Eating Places, Restaurants",GBR,LOW,2025-06-30,67,7638.19,0.14925373134328357,0.43283582089552236,0.07462686567164178,0.14018895673536144,0.0,0.029850746268656716,0,19.638805970149253,21.2,normal_monitoring
M0000952,MID523642166,MERCHANT_00952,5411,"Grocery Stores, Supermarkets",FRA,LOW,2025-06-30,55,8667.09,0.14545454545454545,0.36363636363636365,0.03636363636363636,0.07553832592286011,0.03636363636363636,0.03636363636363636,0,21.78363636363636,16.5,normal_monitoring
M0000953,MID981346409,MERCHANT_00953,5999,Miscellaneous Retail Stores,BRA,LOW,2025-06-30,64,7269.85,0.234375,0.265625,0.109375,0.30491801910099475,0.046875,0.078125,1,26.3703125,44.4,chargeback_watch
M0000954,MID339556111,MERCHANT_00954,5999,Miscellaneous Retail Stores,USA,HIGH,2025-06-30,91,21536.64,0.3626373626373626,0.2967032967032967,0.10989010989010989,0.3462147506494348,0.13186813186813187,0.12087912087912088,2,21.3,93.4,merchant_laundering_watch
M0000955,MID376847000,MERCHANT_00955,5945,"Hobby, Toy, and Game Shops",FRA,HIGH,2025-06-30,68,8504.41,0.1323529411764706,0.36764705882352944,0.10294117647058823,0.17881588555359762,0.014705882352941176,0.014705882352941176,3,21.651470588235295,67.6,chargeback_watch
M0000956,MID110103743,MERCHANT_00956,5999,Miscellaneous Retail Stores,GBR,MEDIUM,2025-06-30,52,4452.06,0.07692307692307693,0.3269230769230769,0.038461538461538464,0.09410219713821388,0.019230769230769232,0.038461538461538464,2,21.159615384615385,32.0,normal_monitoring
M0000957,MID260363907,MERCHANT_00957,5814,Fast Food Restaurants,USA,LOW,2025-06-30,72,9690.76,0.18055555555555555,0.3611111111111111,0.05555555555555555,0.23789345645718582,0.06944444444444445,0.0,0,20.084722222222222,30.1,normal_monitoring
M0000958,MID200531961,MERCHANT_00958,4511,"Airlines, Air Carriers",IND,LOW,2025-06-30,73,8586.05,0.1506849315068493,0.273972602739726,0.0684931506849315,0.1907360691263549,0.0821917808219178,0.0273972602739726,0,22.187671232876713,21.6,normal_monitoring
M0000959,MID129137220,MERCHANT_00959,4829,Wire Transfer Money Orders,SGP,LOW,2025-06-30,60,7273.24,0.11666666666666667,0.43333333333333335,0.05,0.10806344701638315,0.016666666666666666,0.016666666666666666,0,20.716666666666665,24.2,normal_monitoring
M0000960,MID114947955,MERCHANT_00960,5945,"Hobby, Toy, and Game Shops",USA,LOW,2025-06-30,70,6534.36,0.1,0.2857142857142857,0.08571428571428572,0.1127496163639616,0.05714285714285714,0.0,1,20.192857142857143,19.0,chargeback_watch
M0000961,MID212846500,MERCHANT_00961,5812,"Eating Places, Restaurants",GBR,LOW,2025-06-30,97,13345.84,0.17525773195876287,0.3917525773195876,0.09278350515463918,0.20255352316453187,0.0,0.05154639175257732,0,23.684536082474228,19.0,chargeback_watch
M0000962,MID361757636,MERCHANT_00962,6051,Non-Financial Institutions - Currency Dealers,NGA,LOW,2025-06-30,59,8098.81,0.1694915254237288,0.3050847457627119,0.13559322033898305,0.09987627155433024,0.01694915254237288,0.03389830508474576,0,26.3864406779661,30.3,chargeback_watch
M0000963,MID118561059,MERCHANT_00963,5999,Miscellaneous Retail Stores,USA,LOW,2025-06-30,63,5190.9,0.12698412698412698,0.2698412698412698,0.031746031746031744,0.12028951315805643,0.031746031746031744,0.015873015873015872,0,25.952380952380953,17.3,normal_monitoring
M0000964,MID650137792,MERCHANT_00964,4722,Travel Agencies,DEU,MEDIUM,2025-06-30,62,8384.789999999999,0.04838709677419355,0.2903225806451613,0.03225806451612903,0.05220454757184851,0.03225806451612903,0.04838709677419355,2,21.098387096774193,34.7,normal_monitoring
M0000965,MID442929111,MERCHANT_00965,5812,"Eating Places, Restaurants",ARE,HIGH,2025-06-30,103,18882.52,0.36893203883495146,0.2912621359223301,0.1650485436893204,0.20270985178948936,0.07766990291262135,0.10679611650485436,1,26.868932038834952,78.8,merchant_laundering_watch
M0000966,MID813280502,MERCHANT_00966,5814,Fast Food Restaurants,ESP,LOW,2025-06-30,69,9645.33,0.07246376811594203,0.3188405797101449,0.07246376811594203,0.0951914657875442,0.043478260869565216,0.043478260869565216,0,21.202898550724637,15.5,normal_monitoring
M0000967,MID880464959,MERCHANT_00967,5732,Electronics Sales,GBR,LOW,2025-06-30,57,5897.17,0.08771929824561403,0.38596491228070173,0.03508771929824561,0.08070201353420793,0.03508771929824561,0.017543859649122806,0,19.849122807017544,13.3,normal_monitoring
M0000968,MID738725990,MERCHANT_00968,7994,Video Game Arcades,GBR,LOW,2025-06-30,62,8201.9,0.14516129032258066,0.2903225806451613,0.04838709677419355,0.08530999101216336,0.0,0.06451612903225806,0,21.932258064516127,18.0,normal_monitoring
M0000969,MID932258390,MERCHANT_00969,6051,Non-Financial Institutions - Currency Dealers,NGA,LOW,2025-06-30,73,9130.13,0.2054794520547945,0.273972602739726,0.1232876712328767,0.20594841728198382,0.0410958904109589,0.0273972602739726,3,25.231506849315068,56.0,chargeback_watch
M0000970,MID777032266,MERCHANT_00970,5814,Fast Food Restaurants,NGA,LOW,2025-06-30,69,8739.85,0.15942028985507245,0.36231884057971014,0.028985507246376812,0.18230477186972044,0.057971014492753624,0.043478260869565216,0,24.1768115942029,29.7,normal_monitoring
M0000971,MID654803530,MERCHANT_00971,5999,Miscellaneous Retail Stores,GBR,LOW,2025-06-30,58,5842.05,0.08620689655172414,0.3275862068965517,0.06896551724137931,0.10142943920372732,0.05172413793103448,0.06896551724137931,0,20.763793103448275,19.9,normal_monitoring
M0000972,MID984494117,MERCHANT_00972,5999,Miscellaneous Retail Stores,CAN,LOW,2025-06-30,66,9275.630000000001,0.12121212121212122,0.3181818181818182,0.09090909090909091,0.08740663809159861,0.030303030303030304,0.09090909090909091,0,20.184848484848487,31.0,chargeback_watch
