merchant_id,Merch_ID_DE42,merchant_name,MCC_Code,merchant_country,merchant_onboard_date,merchant_risk_segment,MCC_Desc
M0000531,MID488878081,MERCHANT_00531,5411,GBR,2022-04-17,LOW,"Grocery Stores, Supermarkets"
M0000532,MID642560053,MERCHANT_00532,4511,AUS,2022-08-11,LOW,"Airlines, Air Carriers"
M0000533,MID497952700,MERCHANT_00533,5945,AUS,2023-11-24,MEDIUM,"Hobby, Toy, and Game Shops"
M0000534,MID273659655,MERCHANT_00534,5732,USA,2022-09-13,LOW,Electronics Sales
M0000535,MID510102692,MERCHANT_00535,5812,GBR,2021-03-19,MEDIUM,"Eating Places, Restaurants"
M0000536,MID681221093,MERCHANT_00536,5814,USA,2022-07-15,LOW,Fast Food Restaurants
M0000537,MID748162311,MERCHANT_00537,5814,FRA,2023-01-08,LOW,Fast Food Restaurants
M0000538,MID468829435,MERCHANT_00538,5814,AUS,2022-04-02,LOW,Fast Food Restaurants
M0000539,MID642730594,MERCHANT_00539,5812,USA,2022-09-10,LOW,"Eating Places, Restaurants"
M0000540,MID685236513,MERCHANT_00540,5094,GBR,2023-08-11,LOW,"Jewelry, Watches, Silverware"
M0000541,MID391739461,MERCHANT_00541,6051,GBR,2022-06-06,LOW,Non-Financial Institutions - Currency Dealers
M0000542,MID810757208,MERCHANT_00542,5999,USA,2024-01-27,MEDIUM,Miscellaneous Retail Stores
M0000543,MID907446442,MERCHANT_00543,5411,GBR,2023-09-03,LOW,"Grocery Stores, Supermarkets"
M0000544,MID667146887,MERCHANT_00544,5094,USA,2022-08-04,LOW,"Jewelry, Watches, Silverware"
M0000545,MID921383574,MERCHANT_00545,5411,GBR,2023-07-05,LOW,"Grocery Stores, Supermarkets"
M0000546,MID816581086,MERCHANT_00546,5411,USA,2021-03-19,LOW,"Grocery Stores, Supermarkets"
M0000547,MID719495576,MERCHANT_00547,5999,IND,2024-10-06,HIGH,Miscellaneous Retail Stores
M0000548,MID790355071,MERCHANT_00548,5945,GBR,2023-05-14,LOW,"Hobby, Toy, and Game Shops"
M0000549,MID620491903,MERCHANT_00549,4829,USA,2023-01-25,MEDIUM,Wire Transfer Money Orders
M0000550,MID189021904,MERCHANT_00550,5945,FRA,2024-11-03,LOW,"Hobby, Toy, and Game Shops"
M0000551,MID675546033,MERCHANT_00551,5999,GBR,2023-06-25,LOW,Miscellaneous Retail Stores
M0000552,MID625538682,MERCHANT_00552,5999,BRA,2021-12-30,MEDIUM,Miscellaneous Retail Stores
M0000553,MID442887302,MERCHANT_00553,5814,GBR,2022-01-15,LOW,Fast Food Restaurants
M0000554,MID811385966,MERCHANT_00554,5814,CAN,2023-06-07,LOW,Fast Food Restaurants
M0000555,MID417935857,MERCHANT_00555,5814,USA,2024-04-08,LOW,Fast Food Restaurants
M0000556,MID558291391,MERCHANT_00556,5411,AUS,2024-04-06,LOW,"Grocery Stores, Supermarkets"
M0000557,MID925736924,MERCHANT_00557,5814,USA,2024-04-23,LOW,Fast Food Restaurants
M0000558,MID376217296,MERCHANT_00558,5411,GBR,2024-10-06,LOW,"Grocery Stores, Supermarkets"
M0000559,MID522545496,MERCHANT_00559,5094,FRA,2022-07-02,LOW,"Jewelry, Watches, Silverware"
M0000560,MID349136681,MERCHANT_00560,6011,BRA,2021-07-28,HIGH,Automated Cash Disbursements
M0000561,MID776740946,MERCHANT_00561,5814,AUS,2023-12-24,LOW,Fast Food Restaurants
M0000562,MID576068101,MERCHANT_00562,4829,USA,2021-04-19,LOW,Wire Transfer Money Orders
M0000563,MID693076050,MERCHANT_00563,4722,GBR,2021-04-05,LOW,Travel Agencies
M0000564,MID979133165,MERCHANT_00564,5094,GBR,2022-02-14,LOW,"Jewelry, Watches, Silverware"
M0000565,MID542237021,MERCHANT_00565,7994,DEU,2024-06-17,LOW,Video Game Arcades
M0000566,MID289734921,MERCHANT_00566,5732,GBR,2023-10-24,LOW,Electronics Sales
M0000567,MID593879900,MERCHANT_00567,5814,IND,2023-08-11,MEDIUM,Fast Food Restaurants
M0000568,MID735290921,MERCHANT_00568,7011,FRA,2022-05-20,MEDIUM,"Hotels, Motels, Resorts"
M0000569,MID248468662,MERCHANT_00569,5411,USA,2024-10-10,HIGH,"Grocery Stores, Supermarkets"
M0000570,MID805448917,MERCHANT_00570,7011,IND,2023-09-10,LOW,"Hotels, Motels, Resorts"
M0000571,MID597493131,MERCHANT_00571,5812,GBR,2021-05-04,LOW,"Eating Places, Restaurants"
M0000572,MID782435208,MERCHANT_00572,5999,USA,2024-05-17,LOW,Miscellaneous Retail Stores
M0000573,MID743876193,MERCHANT_00573,5999,USA,2025-02-01,LOW,Miscellaneous Retail Stores
M0000574,MID697456101,MERCHANT_00574,5411,IND,2021-10-31,LOW,"Grocery Stores, Supermarkets"
M0000575,MID593324979,MERCHANT_00575,5812,IND,2022-11-18,LOW,"Eating Places, Restaurants"
M0000576,MID309626161,MERCHANT_00576,5999,USA,2022-02-09,LOW,Miscellaneous Retail Stores
M0000577,MID428304801,MERCHANT_00577,5411,GBR,2021-04-14,LOW,"Grocery Stores, Supermarkets"
M0000578,MID601131879,MERCHANT_00578,5732,USA,2021-08-11,MEDIUM,Electronics Sales
M0000579,MID177227617,MERCHANT_00579,5945,USA,2023-10-10,LOW,"Hobby, Toy, and Game Shops"
M0000580,MID963692617,MERCHANT_00580,5999,CAN,2021-07-28,LOW,Miscellaneous Retail Stores
M0000581,MID292780206,MERCHANT_00581,5732,GBR,2021-07-19,LOW,Electronics Sales
M0000582,MID261919521,MERCHANT_00582,5999,SGP,2022-01-01,LOW,Miscellaneous Retail Stores
M0000583,MID812861431,MERCHANT_00583,5732,NGA,2025-01-20,LOW,Electronics Sales
M0000584,MID153278579,MERCHANT_00584,5812,AUS,2022-05-20,LOW,"Eating Places, Restaurants"
M0000585,MID463231469,MERCHANT_00585,5814,USA,2024-11-06,LOW,Fast Food Restaurants
M0000586,MID832136041,MERCHANT_00586,5999,IND,2024-11-30,LOW,Miscellaneous Retail Stores
M0000587,MID476170271,MERCHANT_00587,5094,USA,2023-05-26,LOW,"Jewelry, Watches, Silverware"
M0000588,MID676193731,MERCHANT_00588,5999,AUS,2024-07-14,MEDIUM,Miscellaneous Retail Stores
M0000589,MID775965477,MERCHANT_00589,5945,USA,2023-05-21,LOW,"Hobby, Toy, and Game Shops"
M0000590,MID933756154,MERCHANT_00590,5945,USA,2024-01-22,LOW,"Hobby, Toy, and Game Shops"
M0000591,MID694253402,MERCHANT_00591,7994,AUS,2023-11-18,LOW,Video Game Arcades
M0000592,MID655766749,MERCHANT_00592,5999,USA,2024-10-21,LOW,Miscellaneous Retail Stores
M0000593,MID577751173,MERCHANT_00593,5411,DEU,2025-01-31,LOW,"Grocery Stores, Supermarkets"
M0000594,MID546245437,MERCHANT_00594,4722,CAN,2024-04-12,LOW,Travel Agencies
M0000595,MID155982261,MERCHANT_00595,6051,IND,2024-01-10,LOW,Non-Financial Institutions - Currency Dealers
M0000596,MID350635224,MERCHANT_00596,5094,USA,2024-06-16,LOW,"Jewelry, Watches, Silverware"
M0000597,MID182364010,MERCHANT_00597,5732,AUS,2023-12-05,LOW,Electronics Sales
M0000598,MID329750896,MERCHANT_00598,5814,CAN,2021-02-16,LOW,Fast Food Restaurants
M0000599,MID570336540,MERCHANT_00599,5411,DEU,2021-03-21,HIGH,"Grocery Stores, Supermarkets"
M0000600,MID876714181,MERCHANT_00600,5411,USA,2021-11-24,LOW,"Grocery Stores, Supermarkets"
M0000601,MID858888015,MERCHANT_00601,5999,GBR,2025-02-10,LOW,Miscellaneous Retail Stores
M0000602,MID148864473,MERCHANT_00602,7994,GBR,2024-11-19,LOW,Video Game Arcades
M0000603,MID548470934,MERCHANT_00603,5411,IND,2022-07-08,LOW,"Grocery Stores, Supermarkets"
M0000604,MID412795029,MERCHANT_00604,5411,AUS,2024-11-20,LOW,"Grocery Stores, Supermarkets"
M0000605,MID607677019,MERCHANT_00605,5732,CAN,2021-02-26,LOW,Electronics Sales
M0000606,MID337186388,MERCHANT_00606,4511,CAN,2022-03-07,HIGH,"Airlines, Air Carriers"
M0000607,MID319458363,MERCHANT_00607,5411,GBR,2022-10-03,LOW,"Grocery Stores, Supermarkets"
M0000608,MID714699559,MERCHANT_00608,4829,ARE,2024-02-23,LOW,Wire Transfer Money Orders
M0000609,MID574862442,MERCHANT_00609,5732,GBR,2024-06-06,LOW,Electronics Sales
M0000610,MID521651918,MERCHANT_00610,5814,GBR,2021-06-23,HIGH,Fast Food Restaurants
M0000611,MID788530339,MERCHANT_00611,5311,DEU,2023-12-09,LOW,Department Stores
M0000612,MID187697220,MERCHANT_00612,5094,GBR,2021-04-03,LOW,"Jewelry, Watches, Silverware"
M0000613,MID956752226,MERCHANT_00613,5814,GBR,2022-12-21,LOW,Fast Food Restaurants
M0000614,MID156126600,MERCHANT_00614,5999,USA,2022-04-04,MEDIUM,Miscellaneous Retail Stores
M0000615,MID841644602,MERCHANT_00615,5814,GBR,2021-07-01,LOW,Fast Food Restaurants
M0000616,MID610940555,MERCHANT_00616,5999,IND,2023-11-11,LOW,Miscellaneous Retail Stores
M0000617,MID555356829,MERCHANT_00617,5814,USA,2021-07-04,LOW,Fast Food Restaurants
M0000618,MID684209768,MERCHANT_00618,5411,GBR,2021-09-30,LOW,"Grocery Stores, Supermarkets"
M0000619,MID248685737,MERCHANT_00619,5999,DEU,2023-08-21,LOW,Miscellaneous Retail Stores
M0000620,MID829379127,MERCHANT_00620,6011,AUS,2023-11-20,LOW,Automated Cash Disbursements
M0000621,MID593041182,MERCHANT_00621,5732,CAN,2021-07-23,LOW,Electronics Sales
M0000622,MID421445867,MERCHANT_00622,5814,NGA,2022-12-29,MEDIUM,Fast Food Restaurants
M0000623,MID363426987,MERCHANT_00623,4829,GBR,2022-05-20,LOW,Wire Transfer Money Orders
M0000624,MID843465077,MERCHANT_00624,4722,GBR,2024-11-16,LOW,Travel Agencies
M0000625,MID589074829,MERCHANT_00625,5732,AUS,2023-12-22,LOW,Electronics Sales
M0000626,MID309251211,MERCHANT_00626,5812,GBR,2023-02-08,LOW,"Eating Places, Restaurants"
M0000627,MID390020842,MERCHANT_00627,5411,ARE,2023-12-22,LOW,"Grocery Stores, Supermarkets"
M0000628,MID808086439,MERCHANT_00628,5732,GBR,2024-01-01,LOW,Electronics Sales
M0000629,MID374143571,MERCHANT_00629,5411,GBR,2022-11-17,MEDIUM,"Grocery Stores, Supermarkets"
M0000630,MID927181723,MERCHANT_00630,7994,USA,2022-01-04,MEDIUM,Video Game Arcades
M0000631,MID858720327,MERCHANT_00631,5812,GBR,2022-10-17,LOW,"Eating Places, Restaurants"
M0000632,MID625143931,MERCHANT_00632,4829,CAN,2022-08-24,LOW,Wire Transfer Money Orders
M0000633,MID110135018,MERCHANT_00633,5999,DEU,2024-01-11,LOW,Miscellaneous Retail Stores
M0000634,MID929880809,MERCHANT_00634,5945,USA,2023-03-11,LOW,"Hobby, Toy, and Game Shops"
M0000635,MID941468574,MERCHANT_00635,4511,USA,2022-09-04,LOW,"Airlines, Air Carriers"
M0000636,MID943193620,MERCHANT_00636,5999,CAN,2022-07-04,MEDIUM,Miscellaneous Retail Stores
M0000637,MID208440382,MERCHANT_00637,4722,USA,2024-03-19,LOW,Travel Agencies
M0000638,MID694228774,MERCHANT_00638,5732,USA,2023-11-18,LOW,Electronics Sales
M0000639,MID651443687,MERCHANT_00639,5732,USA,2023-12-03,MEDIUM,Electronics Sales
M0000640,MID156805242,MERCHANT_00640,5094,ESP,2024-09-15,LOW,"Jewelry, Watches, Silverware"
M0000641,MID931544488,MERCHANT_00641,4511,GBR,2022-05-29,LOW,"Airlines, Air Carriers"
M0000642,MID197258399,MERCHANT_00642,5411,IND,2023-08-31,LOW,"Grocery Stores, Supermarkets"
M0000643,MID775565822,MERCHANT_00643,5999,USA,2023-11-14,LOW,Miscellaneous Retail Stores
M0000644,MID882964450,MERCHANT_00644,5094,GBR,2022-09-16,LOW,"Jewelry, Watches, Silverware"
M0000645,MID470436321,MERCHANT_00645,5999,GBR,2023-09-06,LOW,Miscellaneous Retail Stores
M0000646,MID490864892,MERCHANT_00646,5411,USA,2024-07-10,LOW,"Grocery Stores, Supermarkets"
M0000647,MID509631480,MERCHANT_00647,5945,GBR,2024-05-28,LOW,"Hobby, Toy, and Game Shops"
M0000648,MID123147732,MERCHANT_00648,5411,USA,2023-02-09,LOW,"Grocery Stores, Supermarkets"
M0000649,MID169243129,MERCHANT_00649,5814,BRA,2023-08-16,MEDIUM,Fast Food Restaurants
M0000650,MID884362063,MERCHANT_00650,5411,DEU,2021-12-31,LOW,"Grocery Stores, Supermarkets"
M0000651,MID416402575,MERCHANT_00651,5094,GBR,2024-01-18,LOW,"Jewelry, Watches, Silverware"
M0000652,MID933803806,MERCHANT_00652,5945,GBR,2021-05-23,LOW,"Hobby, Toy, and Game Shops"
M0000653,MID168191257,MERCHANT_00653,5732,USA,2021-10-25,HIGH,Electronics Sales
M0000654,MID199658953,MERCHANT_00654,5999,GBR,2023-10-10,LOW,Miscellaneous Retail Stores
M0000655,MID487646894,MERCHANT_00655,5999,GBR,2022-08-04,LOW,Miscellaneous Retail Stores
M0000656,MID786299700,MERCHANT_00656,5411,GBR,2022-12-17,LOW,"Grocery Stores, Supermarkets"
M0000657,MID213962672,MERCHANT_00657,5999,SGP,2023-02-22,LOW,Miscellaneous Retail Stores
M0000658,MID579872792,MERCHANT_00658,5999,SGP,2023-09-28,LOW,Miscellaneous Retail Stores
M0000659,MID348740398,MERCHANT_00659,4829,GBR,2022-03-23,LOW,Wire Transfer Money Orders
M0000660,MID236436904,MERCHANT_00660,5814,GBR,2022-09-16,LOW,Fast Food Restaurants
M0000661,MID325389110,MERCHANT_00661,5094,ESP,2021-06-03,MEDIUM,"Jewelry, Watches, Silverware"
M0000662,MID704505651,MERCHANT_00662,5999,DEU,2024-11-09,LOW,Miscellaneous Retail Stores
M0000663,MID590470889,MERCHANT_00663,5814,DEU,2024-03-18,LOW,Fast Food Restaurants
M0000664,MID297880415,MERCHANT_00664,5945,IND,2024-11-29,LOW,"Hobby, Toy, and Game Shops"
M0000665,MID252044642,MERCHANT_00665,5999,USA,2024-09-11,MEDIUM,Miscellaneous Retail Stores
M0000666,MID761062204,MERCHANT_00666,5814,GBR,2022-10-28,MEDIUM,Fast Food Restaurants
M0000667,MID968886655,MERCHANT_00667,5094,NGA,2022-08-16,LOW,"Jewelry, Watches, Silverware"
M0000668,MID261361529,MERCHANT_00668,4829,ESP,2023-09-26,LOW,Wire Transfer Money Orders
M0000669,MID536280023,MERCHANT_00669,4511,USA,2024-07-22,LOW,"Airlines, Air Carriers"
M0000670,MID940495024,MERCHANT_00670,4722,GBR,2023-06-10,MEDIUM,Travel Agencies
M0000671,MID954758378,MERCHANT_00671,5999,USA,2023-06-20,LOW,Miscellaneous Retail Stores
M0000672,MID438985133,MERCHANT_00672,5812,SGP,2023-03-09,LOW,"Eating Places, Restaurants"
M0000673,MID351467492,MERCHANT_00673,5411,USA,2024-11-27,LOW,"Grocery Stores, Supermarkets"
M0000674,MID597031526,MERCHANT_00674,5814,ESP,2023-05-15,LOW,Fast Food Restaurants
M0000675,MID930746190,MERCHANT_00675,5814,IND,2021-02-17,LOW,Fast Food Restaurants
M0000676,MID579236051,MERCHANT_00676,5814,USA,2024-07-18,LOW,Fast Food Restaurants
M0000677,MID850022036,MERCHANT_00677,4511,AUS,2022-09-12,LOW,"Airlines, Air Carriers"
M0000678,MID816440620,MERCHANT_00678,5411,ARE,2021-05-27,LOW,"Grocery Stores, Supermarkets"
M0000679,MID127592859,MERCHANT_00679,5814,AUS,2023-04-27,MEDIUM,Fast Food Restaurants
M0000680,MID851105129,MERCHANT_00680,5814,ARE,2024-06-01,LOW,Fast Food Restaurants
M0000681,MID397806045,MERCHANT_00681,4511,USA,2022-06-19,LOW,"Airlines, Air Carriers"
M0000682,MID134139119,MERCHANT_00682,5094,GBR,2023-09-22,HIGH,"Jewelry, Watches, Silverware"
M0000683,MID674007108,MERCHANT_00683,5411,GBR,2024-10-18,LOW,"Grocery Stores, Supermarkets"
M0000684,MID156583050,MERCHANT_00684,5411,GBR,2023-05-14,MEDIUM,"Grocery Stores, Supermarkets"
M0000685,MID754008561,MERCHANT_00685,5411,DEU,2021-12-26,LOW,"Grocery Stores, Supermarkets"
M0000686,MID460813755,MERCHANT_00686,4829,GBR,2022-04-30,MEDIUM,Wire Transfer Money Orders
M0000687,MID969340481,MERCHANT_00687,5999,GBR,2024-03-14,LOW,Miscellaneous Retail Stores
M0000688,MID563312435,MERCHANT_00688,4511,BRA,2024-09-20,LOW,"Airlines, Air Carriers"
M0000689,MID879901864,MERCHANT_00689,4722,BRA,2021-12-11,LOW,Travel Agencies
M0000690,MID832610301,MERCHANT_00690,5814,GBR,2024-02-24,LOW,Fast Food Restaurants
M0000691,MID668762400,MERCHANT_00691,5732,CAN,2022-06-30,LOW,Electronics Sales
M0000692,MID721014228,MERCHANT_00692,5814,USA,2021-09-28,HIGH,Fast Food Restaurants
M0000693,MID284266719,MERCHANT_00693,5814,GBR,2021-07-02,LOW,Fast Food Restaurants
M0000694,MID451323786,MERCHANT_00694,7994,USA,2022-07-04,MEDIUM,Video Game Arcades
M0000695,MID217867375,MERCHANT_00695,5999,IND,2025-01-11,LOW,Miscellaneous Retail Stores
M0000696,MID894489913,MERCHANT_00696,6011,ESP,2025-01-17,LOW,Automated Cash Disbursements
M0000697,MID745581563,MERCHANT_00697,5945,IND,2021-08-22,LOW,"Hobby, Toy, and Game Shops"
M0000698,MID407639565,MERCHANT_00698,5094,FRA,2022-03-18,LOW,"Jewelry, Watches, Silverware"
M0000699,MID446448633,MERCHANT_00699,5945,GBR,2023-01-16,LOW,"Hobby, Toy, and Game Shops"
M0000700,MID721348635,MERCHANT_00700,5814,GBR,2023-09-15,MEDIUM,Fast Food Restaurants
M0000701,MID574405929,MERCHANT_00701,5812,FRA,2023-08-07,HIGH,"Eating Places, Restaurants"
M0000702,MID137208333,MERCHANT_00702,6051,USA,2021-12-24,LOW,Non-Financial Institutions - Currency Dealers
M0000703,MID826315780,MERCHANT_00703,5732,GBR,2024-03-11,LOW,Electronics Sales
M0000704,MID297706297,MERCHANT_00704,5814,ESP,2024-09-22,LOW,Fast Food Restaurants
M0000705,MID210103655,MERCHANT_00705,6051,GBR,2023-04-04,LOW,Non-Financial Institutions - Currency Dealers
M0000706,MID195681717,MERCHANT_00706,4829,CAN,2023-08-13,MEDIUM,Wire Transfer Money Orders
M0000707,MID258259933,MERCHANT_00707,5999,USA,2022-01-30,LOW,Miscellaneous Retail Stores
M0000708,MID576690672,MERCHANT_00708,5732,GBR,2023-03-23,LOW,Electronics Sales
M0000709,MID530831755,MERCHANT_00709,4829,ARE,2023-11-10,LOW,Wire Transfer Money Orders
M0000710,MID377554481,MERCHANT_00710,5411,IND,2021-07-12,LOW,"Grocery Stores, Supermarkets"
M0000711,MID821344886,MERCHANT_00711,5945,BRA,2022-10-10,LOW,"Hobby, Toy, and Game Shops"
M0000712,MID459387218,MERCHANT_00712,5311,USA,2021-05-01,MEDIUM,Department Stores
M0000713,MID972494060,MERCHANT_00713,5812,DEU,2022-09-30,LOW,"Eating Places, Restaurants"
M0000714,MID383429909,MERCHANT_00714,5814,GBR,2023-06-06,MEDIUM,Fast Food Restaurants
M0000715,MID611067493,MERCHANT_00715,5999,USA,2021-04-12,LOW,Miscellaneous Retail Stores
M0000716,MID258613682,MERCHANT_00716,5094,USA,2023-01-03,MEDIUM,"Jewelry, Watches, Silverware"
M0000717,MID468518706,MERCHANT_00717,4829,USA,2022-06-06,LOW,Wire Transfer Money Orders
M0000718,MID197451790,MERCHANT_00718,5814,USA,2023-06-23,LOW,Fast Food Restaurants
M0000719,MID726597345,MERCHANT_00719,5814,GBR,2024-01-08,LOW,Fast Food Restaurants
M0000720,MID659492211,MERCHANT_00720,5411,IND,2024-02-22,LOW,"Grocery Stores, Supermarkets"
M0000721,MID409035746,MERCHANT_00721,5094,GBR,2023-07-29,MEDIUM,"Jewelry, Watches, Silverware"
M0000722,MID303354757,MERCHANT_00722,5411,GBR,2023-09-28,MEDIUM,"Grocery Stores, Supermarkets"
M0000723,MID458487823,MERCHANT_00723,5732,IND,2022-04-06,LOW,Electronics Sales
M0000724,MID494705396,MERCHANT_00724,5732,ARE,2021-10-17,LOW,Electronics Sales
M0000725,MID856480160,MERCHANT_00725,4722,DEU,2022-07-08,LOW,Travel Agencies
M0000726,MID645045908,MERCHANT_00726,5411,GBR,2021-09-02,MEDIUM,"Grocery Stores, Supermarkets"
M0000727,MID425609801,MERCHANT_00727,5411,SGP,2021-07-31,LOW,"Grocery Stores, Supermarkets"
M0000728,MID398692904,MERCHANT_00728,5812,GBR,2021-11-04,LOW,"Eating Places, Restaurants"
M0000729,MID784390232,MERCHANT_00729,5814,GBR,2022-03-09,LOW,Fast Food Restaurants
M0000730,MID788042094,MERCHANT_00730,5814,GBR,2025-02-24,HIGH,Fast Food Restaurants
M0000731,MID293652273,MERCHANT_00731,5945,USA,2023-05-26,LOW,"Hobby, Toy, and Game Shops"
M0000732,MID529151924,MERCHANT_00732,5814,ESP,2023-09-24,LOW,Fast Food Restaurants
M0000733,MID165105888,MERCHANT_00733,6051,FRA,2024-05-25,MEDIUM,Non-Financial Institutions - Currency Dealers
M0000734,MID779279071,MERCHANT_00734,5812,IND,2022-06-04,LOW,"Eating Places, Restaurants"
M0000735,MID803732264,MERCHANT_00735,5812,USA,2022-03-21,LOW,"Eating Places, Restaurants"
M0000736,MID337494632,MERCHANT_00736,4722,GBR,2021-03-19,LOW,Travel Agencies
M0000737,MID616138103,MERCHANT_00737,5812,GBR,2022-04-14,LOW,"Eating Places, Restaurants"
M0000738,MID195293873,MERCHANT_00738,5812,USA,2025-01-09,LOW,"Eating Places, Restaurants"
M0000739,MID626811206,MERCHANT_00739,5814,GBR,2024-05-20,LOW,Fast Food Restaurants
M0000740,MID527559503,MERCHANT_00740,4829,IND,2025-01-06,LOW,Wire Transfer Money Orders
M0000741,MID146745313,MERCHANT_00741,5732,FRA,2024-05-16,LOW,Electronics Sales
M0000742,MID807570345,MERCHANT_00742,5732,GBR,2024-07-07,MEDIUM,Electronics Sales
M0000743,MID449997424,MERCHANT_00743,5732,IND,2021-04-25,LOW,Electronics Sales
M0000744,MID994797536,MERCHANT_00744,4829,USA,2021-05-15,LOW,Wire Transfer Money Orders
M0000745,MID930885956,MERCHANT_00745,5732,USA,2023-11-30,LOW,Electronics Sales
M0000746,MID432583166,MERCHANT_00746,5814,GBR,2023-07-05,LOW,Fast Food Restaurants
M0000747,MID157720540,MERCHANT_00747,5732,CAN,2021-10-28,LOW,Electronics Sales
M0000748,MID473797951,MERCHANT_00748,4511,CAN,2023-10-09,LOW,"Airlines, Air Carriers"
M0000749,MID812236102,MERCHANT_00749,7994,GBR,2023-09-21,LOW,Video Game Arcades
M0000750,MID790283238,MERCHANT_00750,5814,USA,2023-05-30,MEDIUM,Fast Food Restaurants
M0000751,MID145785185,MERCHANT_00751,5094,ESP,2024-09-11,MEDIUM,"Jewelry, Watches, Silverware"
M0000752,MID198547285,MERCHANT_00752,5411,USA,2024-09-13,HIGH,"Grocery Stores, Supermarkets"
M0000753,MID622642986,MERCHANT_00753,5732,SGP,2022-02-23,LOW,Electronics Sales
M0000754,MID292977675,MERCHANT_00754,5411,NGA,2021-10-07,MEDIUM,"Grocery Stores, Supermarkets"
M0000755,MID566382668,MERCHANT_00755,5945,ARE,2024-08-19,LOW,"Hobby, Toy, and Game Shops"
M0000756,MID227379347,MERCHANT_00756,5812,GBR,2023-03-21,MEDIUM,"Eating Places, Restaurants"
M0000757,MID256211748,MERCHANT_00757,5411,ESP,2023-08-08,LOW,"Grocery Stores, Supermarkets"
M0000758,MID514801336,MERCHANT_00758,4829,IND,2023-03-14,LOW,Wire Transfer Money Orders
M0000759,MID990101986,MERCHANT_00759,4511,GBR,2022-07-11,LOW,"Airlines, Air Carriers"
M0000760,MID865646599,MERCHANT_00760,4829,IND,2021-12-09,LOW,Wire Transfer Money Orders
M0000761,MID155290722,MERCHANT_00761,5094,DEU,2023-01-09,LOW,"Jewelry, Watches, Silverware"
M0000762,MID547644828,MERCHANT_00762,5945,USA,2024-06-10,LOW,"Hobby, Toy, and Game Shops"
M0000763,MID382453853,MERCHANT_00763,5732,DEU,2021-06-14,LOW,Electronics Sales
M0000764,MID786711661,MERCHANT_00764,5411,FRA,2024-02-06,LOW,"Grocery Stores, Supermarkets"
M0000765,MID968055573,MERCHANT_00765,5945,USA,2023-10-20,HIGH,"Hobby, Toy, and Game Shops"
M0000766,MID412126850,MERCHANT_00766,5814,IND,2023-12-23,LOW,Fast Food Restaurants
M0000767,MID993487343,MERCHANT_00767,6051,AUS,2021-02-24,HIGH,Non-Financial Institutions - Currency Dealers
M0000768,MID219233554,MERCHANT_00768,7994,GBR,2024-02-03,LOW,Video Game Arcades
M0000769,MID113716027,MERCHANT_00769,5732,FRA,2023-12-23,LOW,Electronics Sales
M0000770,MID415243148,MERCHANT_00770,5945,GBR,2023-10-13,LOW,"Hobby, Toy, and Game Shops"
M0000771,MID900125237,MERCHANT_00771,7994,CAN,2023-05-07,MEDIUM,Video Game Arcades
M0000772,MID250194299,MERCHANT_00772,5945,GBR,2022-02-09,LOW,"Hobby, Toy, and Game Shops"
M0000773,MID384340182,MERCHANT_00773,5814,ARE,2022-01-02,LOW,Fast Food Restaurants
M0000774,MID532757047,MERCHANT_00774,4722,SGP,2021-10-12,LOW,Travel Agencies
M0000775,MID628288786,MERCHANT_00775,5094,GBR,2024-03-15,MEDIUM,"Jewelry, Watches, Silverware"
M0000776,MID978933600,MERCHANT_00776,5945,IND,2024-10-11,LOW,"Hobby, Toy, and Game Shops"
M0000777,MID711570143,MERCHANT_00777,5411,GBR,2021-07-23,LOW,"Grocery Stores, Supermarkets"
M0000778,MID809610208,MERCHANT_00778,5999,ARE,2025-01-05,LOW,Miscellaneous Retail Stores
M0000779,MID819206879,MERCHANT_00779,7011,ARE,2023-11-12,LOW,"Hotels, Motels, Resorts"
M0000780,MID434779018,MERCHANT_00780,4511,USA,2024-04-25,LOW,"Airlines, Air Carriers"
M0000781,MID240678792,MERCHANT_00781,4511,USA,2021-06-21,LOW,"Airlines, Air Carriers"
M0000782,MID623890552,MERCHANT_00782,5945,IND,2021-07-31,MEDIUM,"Hobby, Toy, and Game Shops"
M0000783,MID712033485,MERCHANT_00783,5814,DEU,2024-08-03,LOW,Fast Food Restaurants
M0000784,MID665235335,MERCHANT_00784,5814,NGA,2024-03-23,LOW,Fast Food Restaurants
M0000785,MID213281911,MERCHANT_00785,5999,USA,2022-04-09,LOW,Miscellaneous Retail Stores
M0000786,MID578697246,MERCHANT_00786,5411,USA,2021-11-22,LOW,"Grocery Stores, Supermarkets"
M0000787,MID281690588,MERCHANT_00787,5812,USA,2021-11-27,MEDIUM,"Eating Places, Restaurants"
M0000788,MID860590112,MERCHANT_00788,5814,GBR,2024-10-18,LOW,Fast Food Restaurants
M0000789,MID956311738,MERCHANT_00789,5945,GBR,2021-08-23,LOW,"Hobby, Toy, and Game Shops"
M0000790,MID895993743,MERCHANT_00790,6051,ESP,2024-06-06,MEDIUM,Non-Financial Institutions - Currency Dealers
M0000791,MID318479118,MERCHANT_00791,5732,USA,2023-12-12,LOW,Electronics Sales
M0000792,MID519616707,MERCHANT_00792,5094,CAN,2023-06-29,LOW,"Jewelry, Watches, Silverware"
M0000793,MID333415543,MERCHANT_00793,5411,DEU,2024-09-25,LOW,"Grocery Stores, Supermarkets"
M0000794,MID126154195,MERCHANT_00794,4511,USA,2022-08-30,LOW,"Airlines, Air Carriers"
