cardholder_id,historical_txn_count,historical_fraud_count,historical_chargebacks,historical_failed_auths,avg_historical_amount,std_historical_amount,p95_historical_amount,usual_online_rate,usual_international_rate,usual_contactless_rate,distinct_merchants_180d,distinct_countries_180d,top_mcc,top_country,days_since_last_historical_txn,historical_fraud_rate,historical_failed_auth_rate,historical_chargeback_rate,distinct_devices_180d,distinct_ip_hashes_180d,distinct_ip_countries_180d,avg_historical_device_risk,avg_historical_ip_risk,risky_ip_event_rate_180d,failed_login_events_180d
CH0004171,24,0,0,0,311.2708333333333,231.50668535593687,692.6419999999999,0.625,0.6666666666666666,0.2916666666666667,23,8,4722,GBR,4,0.0,0.0,0.0,1,5,5,23.183333333333334,20.683333333333334,0.0,2
CH0004172,28,1,1,0,114.97285714285714,82.27571293937564,247.064,0.5714285714285714,0.6428571428571429,0.4285714285714285,27,8,5732,GBR,11,0.0357142857142857,0.0,0.0357142857142857,2,8,7,26.525000000000002,20.482142857142858,0.0,7
CH0004173,31,0,0,2,95.09258064516128,65.21519587579478,220.015,0.0967741935483871,0.5483870967741935,0.5161290322580645,30,9,5814,GBR,6,0.0,0.064516129032258,0.0,1,9,9,26.116129032258065,21.506451612903227,0.0,3
CH0004174,27,0,1,1,43.4362962962963,32.88969924648471,100.517,0.3333333333333333,0.7777777777777778,0.3333333333333333,27,8,5411,USA,8,0.0,0.037037037037037,0.037037037037037,1,8,8,23.840740740740742,21.77777777777778,0.0,7
CH0004175,28,0,0,0,59.9125,40.33610042161019,134.5745,0.2142857142857142,0.5,0.3571428571428571,28,8,5814,GBR,7,0.0,0.0,0.0,1,7,7,24.739285714285717,21.817857142857143,0.0,7
CH0004176,31,1,1,1,267.66645161290324,276.8468371807582,729.8050000000001,0.3548387096774194,0.935483870967742,0.4838709677419355,31,7,5411,GBR,11,0.032258064516129,0.032258064516129,0.032258064516129,2,8,7,25.89032258064516,21.335483870967742,0.0,4
CH0004177,28,0,1,0,376.4985714285714,264.67745208522774,802.3289999999995,0.6428571428571429,0.9285714285714286,0.4285714285714285,28,11,5411,GBR,2,0.0,0.0,0.0357142857142857,1,10,10,26.0,22.228571428571428,0.0,3
CH0004178,26,0,0,0,163.62384615384616,128.08245900440616,454.665,0.0384615384615384,0.6538461538461539,0.3846153846153846,26,8,5732,GBR,1,0.0,0.0,0.0,1,6,6,23.415384615384614,20.29615384615385,0.0,9
CH0004179,27,0,0,1,141.6725925925926,101.35750830192002,336.1,0.2222222222222222,0.7777777777777778,0.3333333333333333,26,10,5094,GBR,1,0.0,0.037037037037037,0.0,1,9,9,24.91111111111111,21.085185185185182,0.0,2
CH0004180,33,0,1,2,143.56121212121212,147.42737175380577,381.9299999999999,0.6060606060606061,0.9696969696969696,0.5151515151515151,33,8,5732,GBR,4,0.0,0.0606060606060606,0.0303030303030303,1,8,8,25.154545454545456,20.054545454545455,0.0,4
CH0004181,38,0,0,1,82.13736842105263,61.56909261846074,182.5915,0.2894736842105263,0.9210526315789472,0.3157894736842105,37,8,5814,GBR,3,0.0,0.0263157894736842,0.0,1,8,8,25.41842105263158,21.24736842105263,0.0,8
CH0004182,27,0,0,2,27.106666666666666,16.655683021812013,58.693,0.1851851851851851,0.925925925925926,0.4814814814814814,27,8,5411,USA,5,0.0,0.074074074074074,0.0,1,8,8,25.05185185185185,21.05185185185185,0.0,5
CH0004183,28,0,0,1,31.735357142857143,24.6754495598122,55.085,0.2857142857142857,0.8214285714285714,0.4285714285714285,28,9,5814,GBR,17,0.0,0.0357142857142857,0.0,1,9,9,24.892857142857142,22.814285714285713,0.0,3
CH0004184,43,0,0,2,189.92279069767443,135.3288100873041,420.389,0.1860465116279069,0.7674418604651163,0.4418604651162791,43,10,5814,GBR,10,0.0,0.0465116279069767,0.0,1,9,9,25.862790697674416,20.874418604651165,0.0,7
CH0004185,25,0,0,1,109.6316,73.90574175258645,253.074,0.04,0.44,0.44,25,8,5732,GBR,4,0.0,0.04,0.0,1,7,7,25.404,18.875999999999998,0.0,2
CH0004186,26,0,0,1,134.06153846153845,90.13595769468732,301.095,0.3076923076923077,0.4615384615384615,0.4615384615384615,25,7,5411,GBR,13,0.0,0.0384615384615384,0.0,1,7,7,26.48076923076923,20.51923076923077,0.0,4
CH0004187,30,0,0,1,128.10666666666663,125.77208026709522,365.30999999999983,0.3666666666666666,0.8666666666666667,0.4333333333333333,30,9,5411,GBR,11,0.0,0.0333333333333333,0.0,1,8,8,26.033333333333335,20.89333333333333,0.0,9
CH0004188,22,0,0,1,118.73590909090908,80.25356420858714,287.503,0.4545454545454545,0.5,0.3636363636363636,22,6,4829,GBR,1,0.0,0.0454545454545454,0.0,1,4,4,25.336363636363636,20.686363636363637,0.0,3
CH0004189,30,0,0,2,99.107,70.56154130529823,232.679,0.2666666666666666,0.6333333333333333,0.3333333333333333,29,6,5411,GBR,5,0.0,0.0666666666666666,0.0,1,6,6,25.113333333333333,20.16,0.0,2
CH0004190,36,0,1,1,139.76611111111112,125.8137556476188,357.03,0.1111111111111111,0.6388888888888888,0.3611111111111111,36,10,5732,USA,2,0.0,0.0277777777777777,0.0277777777777777,1,7,7,25.438888888888886,21.22222222222222,0.0,4
CH0004191,37,0,0,2,43.696486486486485,28.85228646978493,105.12599999999992,0.4324324324324324,0.8648648648648649,0.4864864864864865,37,10,5814,GBR,6,0.0,0.054054054054054,0.0,1,9,9,25.68918918918919,21.564864864864866,0.0,8
CH0004192,26,0,0,3,183.27846153846156,119.01864787308946,457.445,0.3076923076923077,0.7307692307692307,0.4230769230769231,25,10,5814,USA,2,0.0,0.1153846153846153,0.0,1,10,10,25.476923076923075,19.965384615384615,0.0,2
CH0004193,30,0,0,2,43.73,30.84012679431872,95.18949999999992,0.4333333333333333,0.9,0.2333333333333333,29,8,5732,GBR,7,0.0,0.0666666666666666,0.0,1,6,6,25.066666666666666,22.023333333333333,0.0,5
CH0004194,29,0,0,1,99.3013793103448,72.4559566576304,222.8919999999999,0.0344827586206896,0.896551724137931,0.2758620689655172,29,11,5814,GBR,4,0.0,0.0344827586206896,0.0,1,10,10,23.47241379310345,22.696551724137933,0.0,8
CH0004195,32,0,0,4,27.953125,14.70562223787983,52.89799999999999,0.125,0.71875,0.40625,32,8,5411,GBR,0,0.0,0.125,0.0,1,7,7,24.765625,20.4125,0.0,7
CH0004196,34,0,0,2,92.8158823529412,69.01800771242097,230.5919999999999,0.1176470588235294,0.9411764705882352,0.4117647058823529,34,9,5411,GBR,2,0.0,0.0588235294117647,0.0,1,8,8,25.38235294117647,20.75588235294118,0.0,5
CH0004197,25,0,0,3,31.532,19.95116391759305,55.76999999999999,0.04,0.92,0.28,25,10,5814,GBR,15,0.0,0.12,0.0,1,9,9,25.195999999999998,21.836,0.0,3
CH0004198,25,0,0,0,65.462,30.363707503092133,114.628,0.52,0.68,0.32,25,9,5814,GBR,11,0.0,0.0,0.0,1,8,8,25.695999999999998,19.292,0.0,3
CH0004199,32,0,0,0,153.410625,123.61665207634655,369.653,0.21875,0.84375,0.4375,32,7,5411,GBR,8,0.0,0.0,0.0,1,7,7,26.090625,21.625,0.0,6
CH0004200,27,1,1,2,73.20111111111112,45.20117291988487,159.95,0.4814814814814814,0.5185185185185185,0.3703703703703703,27,5,4722,GBR,3,0.037037037037037,0.074074074074074,0.037037037037037,2,6,5,24.840740740740742,21.833333333333332,0.0,6
CH0004201,31,0,0,0,424.9016129032258,396.6062438329883,1268.05,0.2903225806451613,0.967741935483871,0.2903225806451613,31,7,5814,GBR,1,0.0,0.0,0.0,1,7,7,25.13225806451613,22.361290322580647,0.0,5
CH0004202,28,0,0,1,156.7789285714286,97.646341204683,326.8984999999999,0.4285714285714285,0.6428571428571429,0.2857142857142857,27,10,5814,USA,1,0.0,0.0357142857142857,0.0,1,9,9,24.275000000000002,21.157142857142855,0.0,7
CH0004203,32,1,0,0,119.7625,228.38519008817732,213.6855,0.09375,0.75,0.3125,31,9,5411,USA,2,0.03125,0.0,0.0,2,9,8,25.384375,21.7625,0.0,12
CH0004204,31,0,0,0,80.02451612903226,74.0656302135122,212.335,0.2258064516129032,0.967741935483871,0.5161290322580645,30,8,5999,GBR,1,0.0,0.0,0.0,1,6,6,25.55806451612903,21.358064516129033,0.0,2
CH0004205,29,0,0,0,138.37724137931033,108.44963165637743,363.706,0.2068965517241379,0.7931034482758621,0.2413793103448276,29,6,5814,GBR,15,0.0,0.0,0.0,1,6,6,24.648275862068964,19.858620689655172,0.0,4
CH0004206,31,0,0,4,163.97645161290322,120.468155752143,367.72,0.2903225806451613,0.6129032258064516,0.4516129032258064,30,7,5814,GBR,1,0.0,0.1290322580645161,0.0,1,4,4,24.861290322580647,21.374193548387098,0.0,5
CH0004207,38,0,0,1,36.90447368421052,33.55119683669965,97.4765,0.3157894736842105,0.9210526315789472,0.3947368421052631,38,10,5999,GBR,2,0.0,0.0263157894736842,0.0,1,9,9,24.318421052631578,21.70263157894737,0.0,10
CH0004208,29,0,0,1,160.25310344827588,114.28297373823104,368.5799999999999,0.1379310344827586,0.9310344827586208,0.3448275862068966,28,10,5411,GBR,1,0.0,0.0344827586206896,0.0,1,8,8,25.00344827586207,22.479310344827585,0.0,4
CH0004209,29,0,0,1,28.874137931034483,29.53706104410445,56.04599999999999,0.1379310344827586,0.6206896551724138,0.5517241379310345,29,9,5732,GBR,17,0.0,0.0344827586206896,0.0,1,8,8,25.56896551724138,22.103448275862068,0.0,4
CH0004210,39,0,0,0,139.46410256410255,95.36178365952502,288.6410000000001,0.4358974358974359,0.8461538461538461,0.3846153846153846,38,12,5411,GBR,14,0.0,0.0,0.0,1,12,12,24.876923076923077,21.153846153846153,0.0,4
CH0004211,32,0,0,1,194.1525,121.01050962089894,380.5215,0.28125,0.9375,0.375,32,10,5945,USA,2,0.0,0.03125,0.0,1,10,10,26.725,20.709375,0.0,5
CH0004212,29,0,0,2,103.5758620689655,94.54402536525517,281.8939999999997,0.1379310344827586,0.7241379310344828,0.5172413793103449,29,11,5411,USA,2,0.0,0.0689655172413793,0.0,1,10,10,25.896551724137932,20.893103448275863,0.0,4
CH0004213,23,0,0,2,21.566086956521737,19.700741504072298,66.20899999999999,0.1739130434782608,0.9565217391304348,0.217391304347826,23,11,4722,GBR,4,0.0,0.0869565217391304,0.0,1,7,7,25.308695652173913,19.721739130434784,0.0,4
CH0004214,33,0,0,1,21.63909090909091,20.905602473325832,68.77999999999996,0.3636363636363636,0.7878787878787878,0.3636363636363636,33,9,4829,GBR,18,0.0,0.0303030303030303,0.0,1,9,9,24.654545454545456,22.112121212121213,0.0,7
CH0004215,28,0,0,1,137.6314285714286,109.0098530957531,354.3204999999998,0.75,0.75,0.5,28,7,5732,GBR,1,0.0,0.0357142857142857,0.0,1,6,6,24.035714285714285,21.717857142857145,0.0,11
CH0004216,22,0,0,0,15.893181818181818,12.061978589318484,35.822,0.0909090909090909,0.9545454545454546,0.2727272727272727,22,9,5814,GBR,15,0.0,0.0,0.0,1,8,8,25.11818181818182,22.154545454545453,0.0,2
CH0004217,25,0,0,1,154.1692,183.14539353839436,294.72999999999985,0.52,0.76,0.44,25,8,5814,USA,0,0.0,0.04,0.0,1,8,8,24.052,20.831999999999997,0.0,3
CH0004218,18,0,0,0,170.32111111111112,179.17189094435312,440.1394999999994,0.2222222222222222,0.7222222222222222,0.4444444444444444,18,6,5945,USA,10,0.0,0.0,0.0,1,5,5,25.583333333333332,21.783333333333335,0.0,0
CH0004219,34,1,0,3,239.74382352941177,226.19434087198852,626.5954999999999,0.4117647058823529,0.9705882352941176,0.3529411764705882,34,10,5999,GBR,4,0.0294117647058823,0.088235294117647,0.0,2,11,10,24.961764705882356,20.79705882352941,0.0,6
CH0004220,32,1,0,3,71.736875,49.180647940575554,143.57349999999997,0.375,0.875,0.3125,32,8,5945,GBR,3,0.03125,0.09375,0.0,2,9,9,24.69375,21.7875,0.0,4
CH0004221,37,0,0,0,134.05351351351354,94.8940458036171,322.118,0.081081081081081,0.7297297297297297,0.4324324324324324,37,5,5814,GBR,0,0.0,0.0,0.0,1,5,5,25.113513513513514,21.81081081081081,0.0,7
CH0004222,31,0,0,0,112.87483870967742,66.19705969658409,211.405,0.1612903225806451,0.5806451612903226,0.4838709677419355,31,8,5411,GBR,0,0.0,0.0,0.0,1,8,8,24.770967741935483,20.34193548387097,0.0,4
CH0004223,22,0,0,0,26.61727272727273,20.42789483637233,57.53099999999999,0.0909090909090909,0.6363636363636364,0.3181818181818182,21,6,5411,USA,1,0.0,0.0,0.0,1,6,6,25.2,23.477272727272727,0.0,0
CH0004224,47,0,0,1,164.43531914893617,138.3890301139299,381.463,0.1276595744680851,0.6382978723404256,0.4042553191489361,47,10,5411,GBR,11,0.0,0.0212765957446808,0.0,1,9,9,25.4,19.51276595744681,0.0,3
CH0004225,25,1,1,1,192.5396,108.61357076351004,390.8959999999999,0.32,0.88,0.28,25,10,5411,GBR,8,0.04,0.04,0.04,2,8,7,24.031999999999996,22.088,0.0,7
CH0004226,22,0,0,2,167.27,100.62483225658896,343.301,0.3181818181818182,0.7272727272727273,0.3636363636363636,22,9,5814,USA,0,0.0,0.0909090909090909,0.0,1,5,5,24.14090909090909,20.581818181818182,0.0,3
CH0004227,29,0,2,0,48.93,42.12670522195087,112.636,0.1724137931034483,0.6551724137931034,0.3448275862068966,29,7,5814,GBR,1,0.0,0.0,0.0689655172413793,1,7,7,24.341379310344827,20.96551724137931,0.0,3
CH0004228,36,0,0,2,152.8452777777778,103.88235985234482,342.0725,0.4166666666666667,0.9722222222222222,0.4722222222222222,36,10,5945,GBR,0,0.0,0.0555555555555555,0.0,1,9,9,24.950000000000003,22.147222222222222,0.0,7
CH0004229,28,1,1,0,301.96,251.45734242463325,717.6149999999999,0.4642857142857143,1.0,0.4285714285714285,28,9,5411,GBR,21,0.0357142857142857,0.0,0.0357142857142857,2,10,9,24.392857142857142,22.20357142857143,0.0,2
CH0004230,33,0,0,0,260.3412121212121,193.3515894969184,643.25,0.3939393939393939,0.9696969696969696,0.303030303030303,33,10,5999,GBR,8,0.0,0.0,0.0,1,9,9,24.296969696969697,19.687878787878788,0.0,3
CH0004231,27,1,0,2,201.6188888888889,142.9636061900783,478.2689999999999,0.7037037037037037,0.925925925925926,0.5555555555555556,27,8,5411,GBR,17,0.037037037037037,0.074074074074074,0.0,2,8,7,26.86296296296296,21.74814814814815,0.0,4
CH0004232,29,1,1,1,18.32655172413793,13.350156306164164,44.922,0.4827586206896552,0.6551724137931034,0.4137931034482758,29,10,5732,USA,1,0.0344827586206896,0.0344827586206896,0.0344827586206896,2,10,10,25.948275862068964,21.348275862068967,0.0,6
CH0004233,33,0,0,2,131.1848484848485,101.03661889140776,297.65599999999995,0.2727272727272727,0.8181818181818182,0.4848484848484848,32,10,5411,GBR,8,0.0,0.0606060606060606,0.0,1,8,8,25.948484848484846,20.466666666666665,0.0,3
CH0004234,34,0,0,2,186.7429411764706,210.7876505285112,501.1349999999997,0.6470588235294118,0.7941176470588235,0.3823529411764705,34,9,5812,GBR,6,0.0,0.0588235294117647,0.0,1,9,9,25.923529411764704,20.620588235294118,0.0,5
CH0004235,24,0,0,0,218.9775,146.20579630007535,517.7139999999998,0.4583333333333333,0.7916666666666666,0.375,23,10,5411,GBR,14,0.0,0.0,0.0,1,9,9,25.254166666666666,18.537499999999998,0.0,3
CH0004236,42,0,1,0,114.52714285714286,57.14077917998815,224.91749999999996,0.1904761904761904,0.9285714285714286,0.3333333333333333,41,10,4511,USA,1,0.0,0.0,0.0238095238095238,1,10,10,25.723809523809525,21.13095238095238,0.0,8
CH0004237,32,0,1,2,373.12875,451.9328017472965,706.3129999999999,0.21875,0.9375,0.375,32,10,5411,GBR,5,0.0,0.0625,0.03125,1,9,9,23.99375,21.715625,0.0,4
CH0004238,24,0,0,2,24.351666666666663,19.85559381628012,62.43949999999998,0.4166666666666667,0.9583333333333334,0.375,23,8,5814,GBR,5,0.0,0.0833333333333333,0.0,1,8,8,24.670833333333334,20.783333333333335,0.0,0
CH0004239,33,1,0,3,116.38363636363636,72.58148820542078,245.464,0.1515151515151515,0.5151515151515151,0.4242424242424242,33,9,5411,GBR,12,0.0303030303030303,0.0909090909090909,0.0,2,8,7,25.021212121212123,21.457575757575757,0.0,6
CH0004240,33,0,0,2,136.06181818181818,130.04801011200018,403.7439999999998,0.303030303030303,0.6666666666666666,0.3939393939393939,33,11,5411,GBR,8,0.0,0.0606060606060606,0.0,1,8,8,25.36060606060606,21.424242424242426,0.0,2
CH0004241,34,1,1,1,188.4079411764706,100.3793967988123,359.7034999999999,0.1764705882352941,1.0,0.4411764705882353,33,8,5732,GBR,0,0.0294117647058823,0.0294117647058823,0.0294117647058823,2,9,8,25.0,21.53529411764706,0.0,6
CH0004242,31,0,0,3,299.05258064516124,228.16704769339125,614.1800000000001,0.5161290322580645,0.5806451612903226,0.4193548387096774,31,8,5814,GBR,0,0.0,0.0967741935483871,0.0,1,6,6,23.887096774193548,20.903225806451612,0.0,7
CH0004243,27,0,0,0,38.97074074074074,20.751809360580868,77.26299999999999,0.1481481481481481,0.7407407407407407,0.4074074074074074,27,10,5732,GBR,20,0.0,0.0,0.0,1,9,9,24.703703703703702,22.66296296296296,0.0,6
CH0004244,31,1,1,2,243.48806451612904,169.64367005421204,525.4649999999999,0.1612903225806451,0.9032258064516128,0.3870967741935484,31,9,5814,GBR,7,0.032258064516129,0.064516129032258,0.032258064516129,2,9,8,23.916129032258063,20.64516129032258,0.0,4
CH0004245,41,0,0,0,197.80024390243904,143.8301171780063,455.38,0.2926829268292683,0.926829268292683,0.3414634146341463,40,8,5945,GBR,4,0.0,0.0,0.0,1,8,8,26.082926829268295,21.770731707317072,0.0,6
CH0004246,41,1,2,2,78.35365853658537,69.18745167138682,220.68,0.5121951219512195,0.6097560975609756,0.2682926829268293,41,9,5411,GBR,3,0.024390243902439,0.048780487804878,0.048780487804878,2,9,8,25.36829268292683,20.570731707317073,0.0,4
CH0004247,35,0,0,2,34.86485714285714,21.60944311167316,72.36599999999999,0.3714285714285714,0.8,0.2857142857142857,35,10,5999,USA,9,0.0,0.0571428571428571,0.0,1,9,9,24.071428571428573,20.662857142857145,0.0,4
CH0004248,26,0,0,1,120.7626923076923,82.48917386215926,296.585,0.3461538461538461,0.9615384615384616,0.5384615384615384,26,9,5814,GBR,5,0.0,0.0384615384615384,0.0,1,6,6,25.74230769230769,23.049999999999997,0.0,3
CH0004249,23,0,0,2,92.63782608695652,56.47065053930242,171.11199999999997,0.391304347826087,0.9565217391304348,0.5217391304347826,23,8,5411,GBR,9,0.0,0.0869565217391304,0.0,1,8,8,24.88695652173913,22.16086956521739,0.0,2
CH0004250,36,0,0,1,108.52805555555555,69.3966654950034,240.6875,0.5277777777777778,0.8055555555555556,0.2777777777777778,36,12,5411,GBR,6,0.0,0.0277777777777777,0.0,1,10,10,24.641666666666666,22.044444444444444,0.0,3
CH0004251,30,1,0,1,58.022333333333336,36.07884953851756,130.25899999999996,0.6666666666666666,0.9333333333333332,0.4333333333333333,30,11,5411,GBR,13,0.0333333333333333,0.0333333333333333,0.0,2,8,7,25.203333333333333,22.826666666666664,0.0,2
CH0004252,31,0,1,1,136.0132258064516,72.97736500162667,258.79,0.3548387096774194,0.6774193548387096,0.3225806451612903,31,11,5411,GBR,5,0.0,0.032258064516129,0.032258064516129,1,11,11,25.280645161290323,20.79032258064516,0.0,12
CH0004253,29,0,0,2,67.48896551724138,48.4575613548913,167.10799999999992,0.3793103448275862,0.7586206896551724,0.4482758620689655,29,8,5411,GBR,5,0.0,0.0689655172413793,0.0,1,7,7,25.74827586206897,20.903448275862072,0.0,3
CH0004254,30,0,0,2,281.6886666666667,253.88116334539117,767.2514999999989,0.2333333333333333,0.8333333333333334,0.5,30,9,5732,GBR,6,0.0,0.0666666666666666,0.0,1,9,9,24.313333333333333,22.09,0.0,12
CH0004255,38,0,0,3,293.76894736842104,164.0612936018776,505.9285,0.3947368421052631,0.8947368421052632,0.4210526315789473,38,11,5411,GBR,11,0.0,0.0789473684210526,0.0,1,9,9,24.763157894736842,20.623684210526317,0.0,5
CH0004256,24,0,0,1,39.81,34.8196748480186,113.03849999999996,0.0416666666666666,0.9583333333333334,0.4166666666666667,24,8,5411,GBR,4,0.0,0.0416666666666666,0.0,1,6,6,24.3,21.5,0.0,8
CH0004257,32,0,0,1,100.9778125,98.28270325737188,317.45799999999986,0.21875,0.71875,0.4375,31,10,5411,GBR,2,0.0,0.03125,0.0,1,8,8,25.875,20.565625,0.0,3
CH0004258,20,0,0,0,168.6385,109.68911754662764,342.75350000000014,0.1,0.55,0.55,20,9,5814,GBR,7,0.0,0.0,0.0,1,9,9,25.68,20.53,0.0,8
CH0004259,30,0,0,1,114.17966666666666,92.70694016662114,329.9024999999999,0.0666666666666666,0.9666666666666668,0.4,28,9,5814,GBR,4,0.0,0.0333333333333333,0.0,1,9,9,24.87,21.19333333333333,0.0,3
CH0004260,34,0,0,2,33.347647058823526,28.104781762758165,92.00249999999996,0.2941176470588235,0.5882352941176471,0.3529411764705882,34,9,5814,GBR,6,0.0,0.0588235294117647,0.0,1,9,9,23.814705882352943,20.86470588235294,0.0,4
CH0004261,25,0,0,0,168.0004,147.90965126499802,474.68799999999953,0.44,0.96,0.6,25,9,5812,GBR,6,0.0,0.0,0.0,1,9,9,25.764,20.608,0.0,5
CH0004262,30,0,0,0,59.184666666666665,36.94701189292704,117.064,0.3,0.7666666666666667,0.3333333333333333,29,11,5814,GBR,5,0.0,0.0,0.0,1,9,9,24.766666666666666,20.476666666666667,0.0,7
CH0004263,28,0,0,0,79.5325,49.182337210817046,176.484,0.25,0.5714285714285714,0.2857142857142857,28,9,5814,GBR,1,0.0,0.0,0.0,1,8,8,24.235714285714288,23.692857142857143,0.0,4
CH0004264,29,0,0,1,36.23896551724138,21.877098486255893,84.51399999999995,0.1379310344827586,0.9310344827586208,0.3448275862068966,29,9,5411,USA,0,0.0,0.0344827586206896,0.0,1,8,8,24.70344827586207,21.32758620689655,0.0,5
CH0004265,26,1,0,1,182.39846153846156,123.38755550515803,358.6775,0.0384615384615384,0.8076923076923077,0.2307692307692307,26,8,5814,GBR,5,0.0384615384615384,0.0384615384615384,0.0,2,9,8,23.626923076923074,22.23846153846154,0.0,3
CH0004266,37,0,0,2,70.55297297297298,85.99875883680807,225.37799999999945,0.1621621621621621,0.972972972972973,0.3243243243243243,37,10,5732,GBR,6,0.0,0.054054054054054,0.0,1,9,9,25.32702702702703,21.37837837837838,0.0,6
CH0004267,22,0,0,1,217.925,185.66006642325036,465.4205,0.3181818181818182,0.6363636363636364,0.3636363636363636,21,7,5732,GBR,6,0.0,0.0454545454545454,0.0,1,5,5,26.518181818181816,19.945454545454545,0.0,4
CH0004268,23,0,0,0,65.68217391304348,53.315103348481735,130.149,0.391304347826087,0.6521739130434783,0.4347826086956521,23,9,5999,GBR,19,0.0,0.0,0.0,1,9,9,25.308695652173913,20.786956521739132,0.0,1
CH0004269,32,1,0,3,60.9009375,84.42269998813286,129.8035,0.6875,0.78125,0.375,32,10,5411,USA,4,0.03125,0.09375,0.0,2,11,10,25.121875,20.03125,0.0,3
CH0004270,37,0,0,0,147.64756756756756,108.80679297128786,325.0319999999998,0.5675675675675675,0.5675675675675675,0.3783783783783784,37,10,5814,GBR,2,0.0,0.0,0.0,1,9,9,24.935135135135134,20.383783783783784,0.0,4
CH0004271,30,1,0,1,44.501,34.263517075948194,111.993,0.4,0.8666666666666667,0.5,29,10,5999,CAN,9,0.0333333333333333,0.0333333333333333,0.0,2,10,9,25.25,21.95,0.0,3
CH0004272,32,0,0,2,381.3125,299.255603887487,984.4565,0.3125,0.6875,0.40625,32,9,5999,GBR,1,0.0,0.0625,0.0,1,7,7,25.253125,21.20625,0.0,3
CH0004273,25,0,0,2,105.0144,91.09374777667236,239.394,0.36,0.6,0.4,25,8,5814,GBR,14,0.0,0.08,0.0,1,8,8,26.252,20.26,0.0,2
CH0004274,37,2,1,2,42.024324324324326,46.42825836950192,126.80399999999996,0.4324324324324324,1.0,0.5135135135135135,37,9,4722,GBR,0,0.054054054054054,0.054054054054054,0.027027027027027,3,12,10,25.55945945945946,21.681081081081082,0.0,5
CH0004275,29,0,0,1,54.89137931034482,40.1276293063002,140.066,0.2068965517241379,0.5172413793103449,0.4482758620689655,28,6,5814,GBR,4,0.0,0.0344827586206896,0.0,1,6,6,25.520689655172415,20.73448275862069,0.0,3
CH0004276,28,0,0,0,78.64071428571428,52.84388180210974,152.9585,0.25,0.6428571428571429,0.4642857142857143,28,9,5999,GBR,1,0.0,0.0,0.0,1,9,9,25.071428571428573,20.55,0.0,5
CH0004277,37,1,1,3,220.1140540540541,182.88566342358789,614.952,0.4054054054054054,0.945945945945946,0.4594594594594595,36,9,5814,GBR,0,0.027027027027027,0.081081081081081,0.027027027027027,2,8,7,25.416216216216217,21.1027027027027,0.0,4
CH0004278,36,0,1,1,37.57888888888888,28.725759348687895,79.1575,0.0,0.8611111111111112,0.4722222222222222,36,11,5732,GBR,1,0.0,0.0277777777777777,0.0277777777777777,1,10,10,24.466666666666665,21.191666666666666,0.0,5
CH0004279,31,1,0,3,70.46129032258065,63.452881507563575,206.82,0.6129032258064516,0.6129032258064516,0.3870967741935484,31,9,5411,GBR,12,0.032258064516129,0.0967741935483871,0.0,2,8,7,25.506451612903227,21.83225806451613,0.0,3
CH0004280,24,0,0,1,93.74333333333334,57.24073744448446,211.61149999999984,0.1666666666666666,1.0,0.25,24,7,5732,GBR,30,0.0,0.0416666666666666,0.0,1,7,7,27.325,18.708333333333332,0.0,7
CH0004281,25,0,0,1,280.508,386.189938577293,508.2419999999997,0.04,0.84,0.32,24,7,5411,GBR,6,0.0,0.04,0.0,1,5,5,27.671999999999997,22.804000000000002,0.0,2
CH0004282,34,1,0,1,193.8508823529412,108.57417144633648,400.0565,0.3823529411764705,0.8529411764705882,0.3823529411764705,34,9,5814,USA,1,0.0294117647058823,0.0294117647058823,0.0,2,9,8,25.373529411764707,21.905882352941177,0.0,1
CH0004283,33,0,0,1,294.43666666666667,340.90441829113433,750.3219999999998,0.3636363636363636,0.7272727272727273,0.4242424242424242,32,11,5999,GBR,10,0.0,0.0303030303030303,0.0,1,10,10,24.972727272727273,21.496969696969696,0.0,8
CH0004284,31,0,0,0,110.03870967741936,129.32663463086882,361.58,0.1612903225806451,0.9032258064516128,0.3225806451612903,31,10,5814,GBR,3,0.0,0.0,0.0,1,9,9,24.66774193548387,22.538709677419355,0.0,5
CH0004285,42,0,0,0,243.6457142857143,219.77007739401205,780.7799999999997,0.1666666666666666,0.6666666666666666,0.4047619047619047,42,10,5732,GBR,2,0.0,0.0,0.0,1,9,9,23.704761904761906,20.554761904761904,0.0,4
CH0004286,29,0,0,2,211.65310344827583,142.93544627117137,450.2519999999997,0.5172413793103449,0.896551724137931,0.4137931034482758,29,10,5411,GBR,1,0.0,0.0689655172413793,0.0,1,9,9,25.52758620689655,23.110344827586207,0.0,5
CH0004287,33,0,0,1,157.3960606060606,147.2376608357088,392.45,0.4545454545454545,0.5454545454545454,0.4545454545454545,33,10,5411,GBR,2,0.0,0.0303030303030303,0.0,1,8,8,25.027272727272727,19.187878787878788,0.0,4
CH0004288,31,1,0,1,142.7625806451613,97.87972953128896,353.98,0.0967741935483871,0.5483870967741935,0.2903225806451613,31,8,5945,GBR,4,0.032258064516129,0.032258064516129,0.0,2,8,7,24.961290322580645,21.94516129032258,0.0,2
CH0004289,28,1,0,2,57.41142857142857,47.01625311679842,114.98,0.6785714285714286,0.9642857142857144,0.25,28,9,5814,GBR,4,0.0357142857142857,0.0714285714285714,0.0,2,8,7,24.37142857142857,21.657142857142855,0.0,7
